ENSG00000147443.11	DOK2
ENSG00000152760.8	TCTEX1D1
ENSG00000167625.9	ZNF526
ENSG00000108379.8	WNT3
ENSG00000131697.16	NPHP4
ENSG00000112079.8	STK38
ENSG00000101213.6	PTK6
ENSG00000258984.4	UBE2F-SCLY
ENSG00000162706.11	CADM3
ENSG00000262050.1	AC005696.1
ENSG00000240032.1	LNCSRLR
ENSG00000270574.1	AC010680.2
ENSG00000150627.14	WDR17
ENSG00000100906.9	NFKBIA
ENSG00000166704.10	ZNF606
ENSG00000154479.11	CCDC173
ENSG00000249014.2	HMGN2P4
ENSG00000099399.5	MAGEB2
ENSG00000157978.10	LDLRAP1
ENSG00000101019.20	UQCC1
ENSG00000165655.15	ZNF503
ENSG00000250748.5	AC025419.1
ENSG00000183018.7	SPNS2
ENSG00000277450.1	AC002094.4
ENSG00000105576.14	TNPO2
ENSG00000213160.8	KLHL23
ENSG00000259429.4	UBE2Q2P2
ENSG00000111215.10	PRR4
ENSG00000257636.5	G2E3-AS1
ENSG00000148290.8	SURF1
ENSG00000204308.7	RNF5
ENSG00000171703.15	TCEA2
ENSG00000158792.14	SPATA2L
ENSG00000103351.11	CLUAP1
ENSG00000131016.15	AKAP12
ENSG00000276054.1	AC243654.3
ENSG00000272509.1	AC087752.4
ENSG00000100258.16	LMF2
ENSG00000085788.12	DDHD2
ENSG00000223511.4	AL683807.1
ENSG00000091140.11	DLD
ENSG00000258890.5	CEP95
ENSG00000275567.1	AC008250.2
ENSG00000233045.1	RPL15P5
ENSG00000122176.10	FMOD
ENSG00000143013.11	LMO4
ENSG00000104899.5	AMH
ENSG00000231105.1	ECE1-AS1
ENSG00000236641.1	Z99916.1
ENSG00000180139.11	ACTA2-AS1
ENSG00000109089.7	CDR2L
ENSG00000110931.17	CAMKK2
ENSG00000104290.9	FZD3
ENSG00000250917.1	AL035458.2
ENSG00000274685.1	AL360181.4
ENSG00000273549.1	Metazoa_SRP
ENSG00000228019.1	AC006480.1
ENSG00000104783.10	KCNN4
ENSG00000261481.1	AC022167.4
ENSG00000141349.7	G6PC3
ENSG00000173110.7	HSPA6
ENSG00000258384.1	RCCD1-AS1
ENSG00000105983.18	LMBR1
ENSG00000211698.2	TRGV4
ENSG00000274961.1	RP3-492J12.2
ENSG00000170759.10	KIF5B
ENSG00000218891.4	ZNF579
ENSG00000100122.5	CRYBB1
ENSG00000228065.9	LINC01515
ENSG00000182108.8	DEXI
ENSG00000236848.2	RPL23AP95
ENSG00000272459.1	AC139795.3
ENSG00000218819.4	TDRD15
ENSG00000232034.1	AC092168.2
ENSG00000171295.11	ZNF440
ENSG00000103528.15	SYT17
ENSG00000278999.1	AC008985.1
ENSG00000274265.3	AC245297.3
ENSG00000255807.1	PTP4A1P2
ENSG00000121897.12	LIAS
ENSG00000015532.8	XYLT2
ENSG00000259182.4	AC019254.1
ENSG00000101464.9	PIGU
ENSG00000154511.10	DIPK1A
ENSG00000058600.14	POLR3E
ENSG00000224721.1	AC007182.1
ENSG00000264010.1	MIR4429
ENSG00000140688.15	RUSF1
ENSG00000222022.1	AC112721.1
ENSG00000141480.16	ARRB2
ENSG00000112837.15	TBX18
ENSG00000140519.11	RHCG
ENSG00000261834.2	IGHV3OR16-15
ENSG00000183662.9	TAFA1
ENSG00000120279.6	MYCT1
ENSG00000088356.5	PDRG1
ENSG00000250685.6	AC009123.1
ENSG00000228261.1	ITPRIP-AS1
ENSG00000138798.10	EGF
ENSG00000167815.10	PRDX2
ENSG00000228401.4	AL590226.1
ENSG00000059377.14	TBXAS1
ENSG00000269843.1	AC008537.2
ENSG00000198728.9	LDB1
ENSG00000182718.15	ANXA2
ENSG00000147889.15	CDKN2A
ENSG00000275720.1	AC243830.2
ENSG00000273009.1	RP11-352G9.1
ENSG00000228623.3	ZNF883
ENSG00000119041.9	GTF3C3
ENSG00000163453.10	IGFBP7
ENSG00000229056.2	HECW2-AS1
ENSG00000241294.1	IGKV2-24
ENSG00000271649.1	LINC00904
ENSG00000035862.11	TIMP2
ENSG00000226051.5	ZNF503-AS1
ENSG00000163558.11	PRKCI
ENSG00000171425.8	ZNF581
ENSG00000167216.15	KATNAL2
ENSG00000211942.3	IGHV3-13
ENSG00000242615.1	AC022415.1
ENSG00000089486.15	CDIP1
ENSG00000162624.13	LHX8
ENSG00000221401.1	AC025594.1
ENSG00000107929.13	LARP4B
ENSG00000169181.11	GSG1L
ENSG00000213063.3	RPL29P7
ENSG00000144331.17	ZNF385B
ENSG00000230379.4	AP000146.1
ENSG00000185710.8	SMG1P4
ENSG00000207361.1	RNU6-178P
ENSG00000138443.14	ABI2
ENSG00000183347.14	GBP6
ENSG00000164548.9	TRA2A
ENSG00000261693.1	AC134682.1
ENSG00000231259.4	ANAPC1P2
ENSG00000101150.16	TPD52L2
ENSG00000205861.10	PCOTH
ENSG00000154359.11	LONRF1
ENSG00000143363.14	PRUNE1
ENSG00000170291.13	ELP5
ENSG00000223711.1	AC069213.1
ENSG00000205716.4	FAM183DP
ENSG00000253251.2	SHLD3
ENSG00000161970.11	RPL26
ENSG00000241305.1	ACTG1P13
ENSG00000242661.1	RPS3AP43
ENSG00000272054.1	AC007390.1
ENSG00000267413.1	LINC01901
ENSG00000187735.11	TCEA1
ENSG00000165516.9	KLHDC2
ENSG00000207835.1	AC244250.3
ENSG00000151883.15	PARP8
ENSG00000272047.1	GTF2H5
ENSG00000115970.17	THADA
ENSG00000082516.8	GEMIN5
ENSG00000277806.1	AC006213.4
ENSG00000229939.1	AL589880.1
ENSG00000225383.5	SFTA1P
ENSG00000198106.8	AC025279.1
ENSG00000260410.2	AC040169.2
ENSG00000273419.1	AC004877.1
ENSG00000176463.12	SLCO3A1
ENSG00000267669.1	AC098847.1
ENSG00000108799.11	EZH1
ENSG00000122547.9	EEPD1
ENSG00000233006.5	MIR3936HG
ENSG00000237506.3	RPSAP15
ENSG00000165637.12	VDAC2
ENSG00000251323.2	LINC02728
ENSG00000227135.1	GCSAML-AS1
ENSG00000245060.5	LINC00847
ENSG00000168539.3	CHRM1
ENSG00000235100.3	AL157400.3
ENSG00000004866.17	ST7
ENSG00000226608.3	FTLP3
ENSG00000185869.12	ZNF829
ENSG00000130477.13	UNC13A
ENSG00000237864.1	LINC00322
ENSG00000203883.6	SOX18
ENSG00000253742.1	IGHV3-60
ENSG00000164713.8	BRI3
ENSG00000269791.4	SSX4B
ENSG00000205078.5	SYCE1L
ENSG00000154783.9	FGD5
ENSG00000151789.8	ZNF385D
ENSG00000248626.1	GAPDHP40
ENSG00000136279.17	DBNL
ENSG00000259116.1	AL049869.2
ENSG00000164978.16	NUDT2
ENSG00000171051.7	FPR1
ENSG00000271882.1	AP001330.4
ENSG00000273965.1	AC243654.1
ENSG00000169896.15	ITGAM
ENSG00000174788.8	PCP2
ENSG00000187912.10	CLEC17A
ENSG00000185087.10	FAM169B
ENSG00000249395.2	CASC9
ENSG00000253896.3	AC144568.2
ENSG00000248027.1	ARHGAP42-AS1
ENSG00000147036.10	LANCL3
ENSG00000229153.4	EPHA1-AS1
ENSG00000230476.1	OFD1P9Y
ENSG00000279187.1	AC027601.4
ENSG00000108255.6	CRYBA1
ENSG00000178149.15	DALRD3
ENSG00000255248.5	MIR100HG
ENSG00000212160.1	RNU6-205P
ENSG00000087338.4	GMCL1
ENSG00000277447.1	AP005431.1
ENSG00000238728.1	MIR1972-1
ENSG00000181588.16	MEX3D
ENSG00000168906.11	MAT2A
ENSG00000198502.5	HLA-DRB5
ENSG00000117697.13	NSL1
ENSG00000173432.9	SAA1
ENSG00000272945.1	AL356299.2
ENSG00000152689.16	RASGRP3
ENSG00000266052.1	MIR4500
ENSG00000184619.3	KRBA2
ENSG00000279368.1	AL031123.3
ENSG00000150394.12	CDH8
ENSG00000184113.9	CLDN5
ENSG00000196564.4	BLOC1S6P1
ENSG00000199836.1	RNU1-47P
ENSG00000102970.9	CCL17
ENSG00000205361.7	MT1DP
ENSG00000253203.5	GUSBP3
ENSG00000256944.1	AP003721.3
ENSG00000224781.1	EIF4A2P4
ENSG00000261090.1	AC127459.2
ENSG00000231119.2	AL031666.1
ENSG00000140391.13	TSPAN3
ENSG00000227946.1	AC007383.1
ENSG00000278970.1	HEIH
ENSG00000270605.1	AL353622.1
ENSG00000240418.1	AC020917.1
ENSG00000225978.3	HAR1A
ENSG00000267374.1	MIR924HG
ENSG00000254030.1	IGLC5
ENSG00000233996.1	KDM3AP1
ENSG00000153790.10	C7orf31
ENSG00000233081.1	AL353764.1
ENSG00000120008.14	WDR11
ENSG00000179912.18	R3HDM2
ENSG00000174672.14	BRSK2
ENSG00000152253.7	SPC25
ENSG00000254415.3	SIGLEC14
ENSG00000265273.1	PGDP1
ENSG00000154646.7	TMPRSS15
ENSG00000272138.1	LINC01607
ENSG00000141551.13	CSNK1D
ENSG00000197558.10	SSPOP
ENSG00000211790.2	TRAV8-4
ENSG00000189120.4	SP6
ENSG00000250392.2	LINC02502
ENSG00000213918.9	DNASE1
ENSG00000266805.1	AP005432.1
ENSG00000236924.1	AL162411.1
ENSG00000259823.4	LYPD8
ENSG00000167523.12	SPATA33
ENSG00000229912.1	AC128709.1
ENSG00000224114.1	AL591846.1
ENSG00000177291.3	GJD4
ENSG00000275017.1	AL353748.2
ENSG00000170745.10	KCNS3
ENSG00000184363.8	PKP3
ENSG00000267422.1	AC016582.2
ENSG00000153406.12	NMRAL1
ENSG00000264918.1	AC005229.1
ENSG00000008516.15	MMP25
ENSG00000008441.15	NFIX
ENSG00000228708.1	AL109763.1
ENSG00000166860.2	ZBTB39
ENSG00000272892.1	AL133551.1
ENSG00000187527.9	ATP13A5
ENSG00000155090.13	KLF10
ENSG00000229931.1	ATXN1-AS1
ENSG00000142798.15	HSPG2
ENSG00000232587.1	EEF1A1P3
ENSG00000224976.2	PARP4P2
ENSG00000211746.3	TRBV19
ENSG00000251750.1	RNU5F-8P
ENSG00000164627.16	KIF6
ENSG00000183032.9	SLC25A21
ENSG00000176473.12	WDR25
ENSG00000233775.1	AL109945.1
ENSG00000153310.17	CYRIB
ENSG00000248740.4	LINC02428
ENSG00000224349.2	FAM135A-AS1
ENSG00000203710.9	CR1
ENSG00000197251.3	LINC00336
ENSG00000213058.3	AL365357.1
ENSG00000278792.1	AC132192.1
ENSG00000137504.12	CREBZF
ENSG00000163909.7	HEYL
ENSG00000270171.1	AL359881.3
ENSG00000125900.11	SIRPD
ENSG00000122642.9	FKBP9
ENSG00000258420.1	LONRF2P3
ENSG00000164366.3	CCDC127
ENSG00000248265.1	FLJ12825
ENSG00000258591.2	PPIAP4
ENSG00000251448.1	AC063919.1
ENSG00000100462.14	PRMT5
ENSG00000173295.6	FAM86B3P
ENSG00000213036.3	AL445305.1
ENSG00000235954.5	TTC28-AS1
ENSG00000180929.5	GPR62
ENSG00000170836.10	PPM1D
ENSG00000178947.8	SMIM10L2A
ENSG00000120333.4	MRPS14
ENSG00000259130.1	AL133371.3
ENSG00000233435.1	AGGF1P2
ENSG00000175691.8	ZNF77
ENSG00000228232.1	GAPDHP1
ENSG00000171150.7	SOCS5
ENSG00000166926.7	MS4A6E
ENSG00000236320.3	SLFN14
ENSG00000211745.3	TRBV4-2
ENSG00000088451.9	TGDS
ENSG00000184441.4	AP001062.1
ENSG00000276332.1	AC010338.1
ENSG00000280010.1	AP001350.2
ENSG00000159184.7	HOXB13
ENSG00000189419.6	SPATA41
ENSG00000184319.14	RPL23AP82
ENSG00000041515.14	MYO16
ENSG00000127528.5	KLF2
ENSG00000196187.10	TMEM63A
ENSG00000258910.2	LINC01956
ENSG00000171161.11	ZNF672
ENSG00000181074.3	OR52N4
ENSG00000271404.1	MZT1P2
ENSG00000272896.1	AL355987.3
ENSG00000234127.7	TRIM26
ENSG00000183019.6	MCEMP1
ENSG00000276170.3	AC244153.1
ENSG00000136504.10	KAT7
ENSG00000111728.9	ST8SIA1
ENSG00000105997.21	HOXA3
ENSG00000200253.1	RNU6-529P
ENSG00000269388.1	AC018755.3
ENSG00000175868.12	CALCB
ENSG00000235023.1	AP001626.1
ENSG00000159251.6	ACTC1
ENSG00000108582.10	CPD
ENSG00000226210.3	WASH8P
ENSG00000237149.5	ZNF503-AS2
ENSG00000169371.12	SNUPN
ENSG00000138759.16	FRAS1
ENSG00000259918.1	NDUFA5P11
ENSG00000233916.1	ZDHHC20P1
ENSG00000103375.9	AQP8
ENSG00000249709.6	ZNF564
ENSG00000251669.4	FAM86EP
ENSG00000256618.2	MTRNR2L1
ENSG00000115170.12	ACVR1
ENSG00000235319.1	AC012360.1
ENSG00000101040.18	ZMYND8
ENSG00000243811.6	APOBEC3D
ENSG00000143546.8	S100A8
ENSG00000227560.1	RPS15AP30
ENSG00000168903.8	BTNL3
ENSG00000066468.19	FGFR2
ENSG00000163521.14	GLB1L
ENSG00000267226.2	AC104971.1
ENSG00000166938.11	DIS3L
ENSG00000141449.13	GREB1L
ENSG00000124733.3	MEA1
ENSG00000230140.4	NPAS2-AS1
ENSG00000116117.16	PARD3B
ENSG00000134571.9	MYBPC3
ENSG00000250988.6	SNHG21
ENSG00000171861.9	MRM3
ENSG00000162144.8	CYB561A3
ENSG00000178035.10	IMPDH2
ENSG00000257509.1	AC073487.1
ENSG00000278916.1	CEP83-DT
ENSG00000157429.14	ZNF19
ENSG00000235636.1	NUS1P1
ENSG00000280639.1	LINC02204
ENSG00000224255.2	PDCL3P6
ENSG00000111875.7	ASF1A
ENSG00000175946.8	KLHL38
ENSG00000099625.11	CBARP
ENSG00000229644.6	NAMPTP1
ENSG00000182327.7	GLTPD2
ENSG00000078487.16	ZCWPW1
ENSG00000166342.17	NETO1
ENSG00000112992.15	NNT
ENSG00000214369.2	CYB5AP2
ENSG00000123933.13	MXD4
ENSG00000113141.14	IK
ENSG00000275149.1	RP11-427J23.1
ENSG00000269755.1	AC008758.6
ENSG00000174564.11	IL20RB
ENSG00000261535.1	AC005086.2
ENSG00000211935.3	IGHV1-3
ENSG00000082397.14	EPB41L3
ENSG00000134028.13	ADAMDEC1
ENSG00000105127.7	AKAP8
ENSG00000133958.12	UNC79
ENSG00000246792.2	AC106038.1
ENSG00000226982.4	CENPCP1
ENSG00000078114.17	NEBL
ENSG00000125650.4	PSPN
ENSG00000176871.7	WSB2
ENSG00000253679.1	LINC02844
ENSG00000123240.15	OPTN
ENSG00000104957.12	CCDC130
ENSG00000213753.9	CENPBD1P1
ENSG00000185477.4	GPRIN3
ENSG00000236212.1	AC009262.1
ENSG00000278627.1	AC005962.1
ENSG00000280106.1	AC008555.6
ENSG00000260966.1	AP001486.2
ENSG00000249888.1	AC106800.2
ENSG00000246339.5	EXTL3-AS1
ENSG00000236426.4	AL583824.1
ENSG00000156042.16	CFAP70
ENSG00000188676.12	IDO2
ENSG00000153832.10	FBXO36
ENSG00000268964.1	ERVV-2
ENSG00000254981.1	AC087623.1
ENSG00000267544.1	HIKESHIP2
ENSG00000119446.12	RBM18
ENSG00000149089.11	APIP
ENSG00000117983.16	MUC5B
ENSG00000197258.5	EIF4BP6
ENSG00000244558.4	KCNK15-AS1
ENSG00000224083.1	MTCO1P11
ENSG00000233693.1	PBX1-AS1
ENSG00000125818.16	PSMF1
ENSG00000184402.13	SS18L1
ENSG00000268836.1	Z69706.1
ENSG00000233237.5	LINC00472
ENSG00000270547.4	LINC01235
ENSG00000259407.1	AC021739.2
ENSG00000231084.2	RPL22P24
ENSG00000204528.3	PSORS1C3
ENSG00000254720.1	MRGPRX10P
ENSG00000255946.1	AC069234.1
ENSG00000148943.10	LIN7C
ENSG00000271855.1	AC073195.1
ENSG00000167123.17	CERCAM
ENSG00000240401.7	AC012358.2
ENSG00000196923.12	PDLIM7
ENSG00000142405.20	NLRP12
ENSG00000259015.1	AL442663.4
ENSG00000268189.2	AC005785.1
ENSG00000141522.10	ARHGDIA
ENSG00000238110.1	AL353572.2
ENSG00000175183.8	CSRP2
ENSG00000166153.15	DEPDC4
ENSG00000078814.14	MYH7B
ENSG00000265749.4	AC135178.4
ENSG00000146072.6	TNFRSF21
ENSG00000113441.14	LNPEP
ENSG00000260695.1	AC022164.1
ENSG00000250995.1	TMEM30BP1
ENSG00000227702.1	LINC00111
ENSG00000279373.1	AC027228.3
ENSG00000101444.11	AHCY
ENSG00000249430.1	CTD-2231H16.1
ENSG00000211598.2	IGKV4-1
ENSG00000107614.20	TRDMT1
ENSG00000271375.1	AC134879.2
ENSG00000229692.3	SOS1-IT1
ENSG00000240087.3	RPSAP12
ENSG00000135679.20	MDM2
ENSG00000108960.6	MMD
ENSG00000278129.1	ZNF8
ENSG00000248964.5	AC131254.1
ENSG00000278842.1	AC008147.4
ENSG00000255152.7	MSH5-SAPCD1
ENSG00000199806.1	RNA5SP491
ENSG00000186198.3	SLC51B
ENSG00000188100.8	FAM25A
ENSG00000186283.12	TOR3A
ENSG00000108669.15	CYTH1
ENSG00000223500.1	RNF14P4
ENSG00000118292.7	C1orf54
ENSG00000033178.11	UBA6
ENSG00000090487.9	SPG21
ENSG00000240674.1	AC106872.2
ENSG00000148175.11	STOM
ENSG00000179627.9	ZBTB42
ENSG00000258744.1	AL132800.1
ENSG00000100784.8	RPS6KA5
ENSG00000279375.1	AC244517.7
ENSG00000273369.1	AC096586.2
ENSG00000163040.13	CCDC74A
ENSG00000173171.13	MTX1
ENSG00000143434.14	SEMA6C
ENSG00000271734.1	Z98200.1
ENSG00000187566.4	NHLRC1
ENSG00000236901.4	MIR600HG
ENSG00000207697.1	MIR573
ENSG00000256235.1	SMIM3
ENSG00000268895.4	A1BG-AS1
ENSG00000273355.1	AP000894.4
ENSG00000176510.4	OR10AC1
ENSG00000172817.3	CYP7B1
ENSG00000269374.1	AC011497.2
ENSG00000105967.14	TFEC
ENSG00000224594.2	RPL29P19
ENSG00000115232.12	ITGA4
ENSG00000132196.12	HSD17B7
ENSG00000248939.1	AC111198.1
ENSG00000134443.8	GRP
ENSG00000253593.2	AC110741.1
ENSG00000237512.5	UNC5B-AS1
ENSG00000105146.11	AURKC
ENSG00000183828.13	NUDT14
ENSG00000153130.16	SCOC
ENSG00000180979.8	LRRC57
ENSG00000161911.10	TREML1
ENSG00000163412.11	EIF4E3
ENSG00000165507.8	DEPP1
ENSG00000214301.4	AC022296.2
ENSG00000174992.7	ZG16
ENSG00000228445.1	UGT1A2P
ENSG00000229751.1	AC044781.1
ENSG00000279355.1	AGPAT4-IT1
ENSG00000227678.6	AL355581.1
ENSG00000199032.1	MIR425
ENSG00000167971.15	CASKIN1
ENSG00000280285.1	AC108215.1
ENSG00000104918.6	RETN
ENSG00000235290.1	HLA-W
ENSG00000231443.2	AC124944.1
ENSG00000198723.9	TEX45
ENSG00000124104.17	SNX21
ENSG00000177494.5	ZBED2
ENSG00000183246.6	RIMBP3C
ENSG00000176761.7	ZNF285B
ENSG00000170571.10	EMB
ENSG00000269559.2	AC093677.2
ENSG00000277587.1	AC008759.3
ENSG00000207402.1	RNU6-959P
ENSG00000229558.2	SACS-AS1
ENSG00000253899.1	AC067904.2
ENSG00000106459.13	NRF1
ENSG00000006453.12	BAIAP2L1
ENSG00000253133.1	AC009630.1
ENSG00000082684.13	SEMA5B
ENSG00000269066.1	AC020908.3
ENSG00000205683.10	DPF3
ENSG00000007001.11	UPP2
ENSG00000281100.1	AC105749.1
ENSG00000121988.16	ZRANB3
ENSG00000172974.11	VDAC2P5
ENSG00000186310.9	NAP1L3
ENSG00000196188.9	CTSE
ENSG00000272969.1	AC024243.1
ENSG00000124602.8	UNC5CL
ENSG00000161692.16	DBF4B
ENSG00000145945.5	FAM50B
ENSG00000159409.13	CELF3
ENSG00000253304.1	TMEM200B
ENSG00000248432.1	AC139718.1
ENSG00000279730.1	KMT5AP1
ENSG00000174365.18	SNHG11
ENSG00000232687.1	RPL12P9
ENSG00000258227.5	CLEC5A
ENSG00000175573.6	C11orf68
ENSG00000236514.1	AL135791.1
ENSG00000127328.20	RAB3IP
ENSG00000255200.1	PGAM1P8
ENSG00000135517.6	MIP
ENSG00000151715.6	TMEM45B
ENSG00000137801.10	THBS1
ENSG00000100218.10	RSPH14
ENSG00000162522.9	KIAA1522
ENSG00000225889.6	AC012368.1
ENSG00000137251.14	TINAG
ENSG00000089157.14	RPLP0
ENSG00000125245.11	GPR18
ENSG00000161940.9	BCL6B
ENSG00000204671.1	IL31
ENSG00000261268.1	AC112236.1
ENSG00000270802.2	AC005776.1
ENSG00000166961.13	MS4A15
ENSG00000275944.1	AC244100.3
ENSG00000138035.13	PNPT1
ENSG00000196844.7	PATE2
ENSG00000162961.12	DPY30
ENSG00000274269.1	AL031665.1
ENSG00000259803.5	SLC22A31
ENSG00000256463.7	SALL3
ENSG00000196756.10	SNHG17
ENSG00000129521.12	EGLN3
ENSG00000138036.17	DYNC2LI1
ENSG00000211637.2	IGLV4-69
ENSG00000269526.1	ERVV-1
ENSG00000128268.11	MGAT3
ENSG00000081277.10	PKP1
ENSG00000265908.1	AC024267.5
ENSG00000208035.1	MIR143
ENSG00000227076.1	AL158166.1
ENSG00000078902.14	TOLLIP
ENSG00000227638.2	HNRNPA1P14
ENSG00000223703.1	AC027612.1
ENSG00000252763.1	RNU2-31P
ENSG00000270426.1	AC099343.2
ENSG00000265142.5	MIR133A1HG
ENSG00000271751.1	AP003392.4
ENSG00000135482.5	ZC3H10
ENSG00000234793.1	AC114730.2
ENSG00000241244.1	IGKV1D-16
ENSG00000163661.3	PTX3
ENSG00000175104.13	TRAF6
ENSG00000130313.5	PGLS
ENSG00000104804.6	TULP2
ENSG00000104722.12	NEFM
ENSG00000218996.1	ARL4AP5
ENSG00000224413.1	AP001476.1
ENSG00000252147.1	RNY3P16
ENSG00000243141.2	RPL23AP66
ENSG00000130830.13	MPP1
ENSG00000256984.1	AC008013.2
ENSG00000102935.10	ZNF423
ENSG00000140987.18	ZSCAN32
ENSG00000235027.1	AC068580.3
ENSG00000259062.2	ACTN1-AS1
ENSG00000221866.8	PLXNA4
ENSG00000270726.4	AJ271736.1
ENSG00000102245.6	CD40LG
ENSG00000128284.18	APOL3
ENSG00000280370.1	CTA-342B11.3
ENSG00000186940.6	CHCHD2P9
ENSG00000250971.1	AC110772.2
ENSG00000105677.10	TMEM147
ENSG00000100321.13	SYNGR1
ENSG00000248092.6	NNT-AS1
ENSG00000064300.7	NGFR
ENSG00000211938.2	IGHV3-7
ENSG00000131368.6	MRPS25
ENSG00000250682.4	LINC00491
ENSG00000105419.16	MEIS3
ENSG00000125652.6	ALKBH7
ENSG00000227154.3	MKRN6P
ENSG00000241743.2	XACT
ENSG00000158014.13	SLC30A2
ENSG00000198353.7	HOXC4
ENSG00000253409.1	TRBV7-4
ENSG00000201185.1	RNA5SP202
ENSG00000272195.1	AL356512.1
ENSG00000152822.12	GRM1
ENSG00000145687.14	SSBP2
ENSG00000109133.11	TMEM33
ENSG00000277247.1	AC083809.1
ENSG00000232583.1	GPR143P
ENSG00000259810.2	AC002519.1
ENSG00000196605.6	ZNF846
ENSG00000225434.2	LINC01504
ENSG00000164418.18	GRIK2
ENSG00000249992.1	TMEM158
ENSG00000215274.5	GAGE10
ENSG00000158292.6	GPR153
ENSG00000110330.7	BIRC2
ENSG00000132781.16	MUTYH
ENSG00000107643.14	MAPK8
ENSG00000207032.1	Y_RNA
ENSG00000207721.1	MIR186
ENSG00000250132.5	AC004803.1
ENSG00000278504.1	CTA-38K21.4
ENSG00000095739.10	BAMBI
ENSG00000278925.1	AC005753.1
ENSG00000101000.4	PROCR
ENSG00000142513.5	ACP4
ENSG00000178878.11	APOLD1
ENSG00000235036.4	AL035456.1
ENSG00000211779.3	TRAV5
ENSG00000235295.1	LINC01634
ENSG00000250670.1	AC004063.1
ENSG00000257524.4	AL157935.2
ENSG00000263004.1	AC007114.1
ENSG00000279019.1	AC009090.4
ENSG00000273565.1	AL691403.2
ENSG00000153253.14	SCN3A
ENSG00000229052.2	AL449283.1
ENSG00000261761.3	LINC02616
ENSG00000105229.5	PIAS4
ENSG00000273046.1	AC012531.2
ENSG00000237159.4	CNTFR-AS1
ENSG00000165246.11	NLGN4Y
ENSG00000267655.1	AC125437.1
ENSG00000215014.4	AL645728.1
ENSG00000272872.1	AP000525.1
ENSG00000235436.9	DPY19L2P4
ENSG00000237702.2	TRBV3-1
ENSG00000211858.1	TRAJ31
ENSG00000120555.12	SEPTIN7P9
ENSG00000105173.12	CCNE1
ENSG00000173991.5	TCAP
ENSG00000233975.1	LINC02574
ENSG00000227233.1	CICP17
ENSG00000184669.7	OR7E14P
ENSG00000063180.7	CA11
ENSG00000167778.7	SPRYD3
ENSG00000167741.9	GGT6
ENSG00000164520.10	RAET1E
ENSG00000259612.1	EEF1A1P22
ENSG00000157765.10	SLC34A2
ENSG00000272449.1	AL139246.5
ENSG00000281906.1	AL161422.1
ENSG00000130226.15	DPP6
ENSG00000134644.14	PUM1
ENSG00000271569.1	IGKV1OR2-6
ENSG00000165678.18	GHITM
ENSG00000189108.11	IL1RAPL2
ENSG00000205549.7	C9orf92
ENSG00000224427.1	AP000281.1
ENSG00000185883.9	ATP6V0C
ENSG00000163739.4	CXCL1
ENSG00000264188.1	AC106037.2
ENSG00000196890.4	H2BU1
ENSG00000229873.1	OGFR-AS1
ENSG00000138944.7	SHISAL1
ENSG00000239253.1	RPS4XP23
ENSG00000112514.14	CUTA
ENSG00000226457.1	RPL22P3
ENSG00000187908.14	DMBT1
ENSG00000203999.7	LINC01270
ENSG00000213701.4	SETP22
ENSG00000260891.1	AC020978.3
ENSG00000184227.6	ACOT1
ENSG00000185920.14	PTCH1
ENSG00000057935.12	MTA3
ENSG00000187713.6	TMEM203
ENSG00000272102.1	AL133406.3
ENSG00000129009.11	ISLR
ENSG00000165802.18	NSMF
ENSG00000227766.1	AL671277.1
ENSG00000228709.1	LINC02575
ENSG00000271947.1	AC017076.1
ENSG00000158373.8	H2BC5
ENSG00000259746.1	HSPE1P3
ENSG00000179967.11	PPP1R14BP3
ENSG00000224050.1	AL008723.1
ENSG00000204219.8	TCEA3
ENSG00000139192.10	TAPBPL
ENSG00000124532.13	MRS2
ENSG00000198130.13	HIBCH
ENSG00000119673.13	ACOT2
ENSG00000259319.1	AF111167.2
ENSG00000105323.15	HNRNPUL1
ENSG00000257179.1	HMGN2P6
ENSG00000182168.13	UNC5C
ENSG00000280332.1	AC020917.4
ENSG00000107815.6	TWNK
ENSG00000260488.1	AC007216.1
ENSG00000171867.15	PRNP
ENSG00000268129.1	AC026304.1
ENSG00000159063.11	ALG8
ENSG00000274849.1	AC023043.4
ENSG00000164741.13	DLC1
ENSG00000001561.6	ENPP4
ENSG00000104412.6	EMC2
ENSG00000109270.11	LAMTOR3
ENSG00000101955.13	SRPX
ENSG00000245662.2	LINC02211
ENSG00000164151.10	ICE1
ENSG00000279133.1	AC018628.1
ENSG00000001497.15	LAS1L
ENSG00000132846.5	ZBED3
ENSG00000245937.6	LINC01184
ENSG00000166359.9	WDR88
ENSG00000212864.3	RNF208
ENSG00000147687.15	TATDN1
ENSG00000133606.9	MKRN1
ENSG00000177453.6	NIM1K
ENSG00000232389.1	AL583856.1
ENSG00000134056.10	MRPS36
ENSG00000120235.4	IFNA6
ENSG00000171103.9	TRMT61B
ENSG00000145283.7	SLC10A6
ENSG00000176171.10	BNIP3
ENSG00000251039.2	IGKV2D-40
ENSG00000188487.10	INSC
ENSG00000141570.9	CBX8
ENSG00000213949.7	ITGA1
ENSG00000231927.1	AC093734.1
ENSG00000157303.9	SUSD3
ENSG00000179950.12	PUF60
ENSG00000149262.15	INTS4
ENSG00000011260.12	UTP18
ENSG00000112511.16	PHF1
ENSG00000272572.1	AL138762.1
ENSG00000262529.1	AC130650.1
ENSG00000257953.1	AC083805.2
ENSG00000182195.7	LDOC1
ENSG00000267313.5	KC6
